,Voltage,Temperature
Module9_Cell2_Voltage,3313,465
Module9_Cell3_Voltage,3315,465
Module9_Cell4_Voltage,3313,465
Module9_Cell5_Voltage,3315,461
Module9_Cell6_Voltage,3313,461
Module9_Cell7_Voltage,3326,461
Module9_Cell8_Voltage,3312,461
Module9_Cell9_Voltage,3296,462
Module9_Cell10_Voltage,3314,462
Module9_Cell11_Voltage,3315,462
Module9_Cell12_Voltage,3311,462
Module9_Cell13_Voltage,3309,454
Module9_Cell14_Voltage,3312,454
Module9_Cell15_Voltage,3312,454
Module9_Cell16_Voltage,3311,454
Module10_Cell1_Voltage,3314,467
Module10_Cell2_Voltage,3311,467
Module10_Cell3_Voltage,3312,467
Module10_Cell4_Voltage,3312,467
Module10_Cell5_Voltage,3320,478
Module10_Cell6_Voltage,3315,478
Module10_Cell7_Voltage,3318,478
Module10_Cell8_Voltage,3313,478
Module10_Cell9_Voltage,3304,460
Module10_Cell10_Voltage,3312,460
Module10_Cell11_Voltage,3308,460
Module10_Cell12_Voltage,3308,460
Module10_Cell13_Voltage,3310,460
Module10_Cell14_Voltage,3312,460
Module10_Cell15_Voltage,3313,460
Module10_Cell16_Voltage,3312,460
Module11_Cell1_Voltage,3317,466
Module11_Cell2_Voltage,3318,466
Module11_Cell3_Voltage,3313,466
Module11_Cell4_Voltage,3313,466
Module11_Cell5_Voltage,3311,461
Module11_Cell6_Voltage,3312,461
Module11_Cell7_Voltage,3314,461
Module11_Cell8_Voltage,3313,461
Module11_Cell9_Voltage,3302,460
Module11_Cell10_Voltage,3312,460
Module11_Cell11_Voltage,3308,460
Module11_Cell12_Voltage,3311,460
Module11_Cell13_Voltage,3308,465
Module11_Cell14_Voltage,3312,465
Module11_Cell15_Voltage,3309,465
Module11_Cell16_Voltage,3312,465
Module12_Cell1_Voltage,3314,494
Module12_Cell2_Voltage,3313,494
Module12_Cell3_Voltage,3316,494
Module12_Cell4_Voltage,3313,494
Module12_Cell5_Voltage,3318,464
Module12_Cell6_Voltage,3313,464
Module12_Cell7_Voltage,3331,464
Module12_Cell8_Voltage,3312,464
Module12_Cell9_Voltage,3311,462
Module12_Cell10_Voltage,3315,462
Module12_Cell11_Voltage,3317,462
Module12_Cell12_Voltage,3315,462
Module12_Cell13_Voltage,3317,454
Module12_Cell14_Voltage,3315,454
Module12_Cell15_Voltage,3317,454
Module12_Cell16_Voltage,3315,454
Module13_Cell1_Voltage,3317,471
Module13_Cell2_Voltage,3313,471
Module13_Cell3_Voltage,3313,471
Module13_Cell4_Voltage,3315,471
Module13_Cell5_Voltage,3317,468
Module13_Cell6_Voltage,3314,468
Module13_Cell7_Voltage,3317,468
Module13_Cell8_Voltage,3314,468
Module13_Cell9_Voltage,3302,495
Module13_Cell10_Voltage,3308,495
Module13_Cell11_Voltage,3311,495
Module13_Cell12_Voltage,3312,495
Module13_Cell13_Voltage,3311,482
Module13_Cell14_Voltage,3311,482
Module13_Cell15_Voltage,3311,482
Module13_Cell16_Voltage,3313,482
Module14_Cell1_Voltage,3311,472
Module14_Cell2_Voltage,3309,472
Module14_Cell3_Voltage,3311,472
Module14_Cell4_Voltage,3309,472
Module14_Cell5_Voltage,3308,471
Module14_Cell6_Voltage,3312,471
Module14_Cell7_Voltage,3312,471
Module14_Cell8_Voltage,3312,471
Module14_Cell9_Voltage,3311,475
Module14_Cell10_Voltage,3312,475
Module14_Cell11_Voltage,3315,475
Module14_Cell12_Voltage,3311,475
Module14_Cell13_Voltage,3318,479
Module14_Cell14_Voltage,3317,479
Module14_Cell15_Voltage,3331,479
Module14_Cell16_Voltage,3315,479
Module15_Cell1_Voltage,3311,472
Module15_Cell2_Voltage,3309,472
Module15_Cell3_Voltage,3306,472
Module15_Cell4_Voltage,3304,472
Module15_Cell5_Voltage,3307,470
Module15_Cell6_Voltage,3309,470
Module15_Cell7_Voltage,3309,470
Module15_Cell8_Voltage,3308,470
Module15_Cell9_Voltage,3305,467
Module15_Cell10_Voltage,3314,467
Module15_Cell11_Voltage,3313,467
Module15_Cell12_Voltage,3312,467
Module15_Cell13_Voltage,3311,461
Module15_Cell14_Voltage,3312,461
Module15_Cell15_Voltage,3308,461
Module15_Cell16_Voltage,3311,461
Module16_Cell1_Voltage,3317,470
Module16_Cell2_Voltage,3314,470
Module16_Cell3_Voltage,3318,470
Module16_Cell4_Voltage,3315,470
Module16_Cell5_Voltage,3318,466
Module16_Cell6_Voltage,3315,466
Module16_Cell7_Voltage,3330,466
Module16_Cell8_Voltage,3312,466
Module16_Cell9_Voltage,3312,481
Module16_Cell10_Voltage,3314,481
Module16_Cell11_Voltage,3317,481
Module16_Cell12_Voltage,3319,481
Module16_Cell13_Voltage,3324,463
Module16_Cell14_Voltage,3315,463
Module16_Cell15_Voltage,3320,463
Module16_Cell16_Voltage,3321,463
Module1_Cell1_Voltage,3308,473
Module1_Cell2_Voltage,3308,473
Module1_Cell3_Voltage,3306,473
Module1_Cell4_Voltage,3306,473
Module1_Cell5_Voltage,3306,469
Module1_Cell6_Voltage,3308,469
Module1_Cell7_Voltage,3308,469
Module1_Cell8_Voltage,3322,469
Module1_Cell9_Voltage,3314,470
Module1_Cell10_Voltage,3309,470
Module1_Cell11_Voltage,3306,470
Module1_Cell12_Voltage,3308,470
Module1_Cell13_Voltage,3307,462
Module1_Cell14_Voltage,3310,462
Module1_Cell15_Voltage,3307,462
Module1_Cell16_Voltage,3309,462
Module2_Cell1_Voltage,3315,471
Module2_Cell2_Voltage,3315,471
Module2_Cell3_Voltage,3317,471
Module2_Cell4_Voltage,3315,471
Module2_Cell5_Voltage,3326,471
Module2_Cell6_Voltage,3315,471
Module2_Cell7_Voltage,3322,471
Module2_Cell8_Voltage,3315,471
Module2_Cell9_Voltage,3306,471
Module2_Cell10_Voltage,3311,471
Module2_Cell11_Voltage,3314,471
Module2_Cell12_Voltage,3314,471
Module2_Cell13_Voltage,3314,466
Module2_Cell14_Voltage,3314,466
Module2_Cell15_Voltage,3319,466
Module2_Cell16_Voltage,3313,466
Module3_Cell1_Voltage,3312,472
Module3_Cell2_Voltage,3311,472
Module3_Cell3_Voltage,3309,472
Module3_Cell4_Voltage,3312,472
Module3_Cell5_Voltage,3309,470
Module3_Cell6_Voltage,3312,470
Module3_Cell7_Voltage,3314,470
Module3_Cell8_Voltage,3312,470
Module3_Cell9_Voltage,3311,470
Module3_Cell10_Voltage,3311,470
Module3_Cell11_Voltage,3313,470
Module3_Cell12_Voltage,3311,470
Module3_Cell13_Voltage,3321,463
Module3_Cell14_Voltage,3312,463
Module3_Cell15_Voltage,3318,463
Module3_Cell16_Voltage,3313,463
Module4_Cell1_Voltage,3315,472
Module4_Cell2_Voltage,3311,472
Module4_Cell3_Voltage,3316,472
Module4_Cell4_Voltage,3317,472
Module4_Cell5_Voltage,3326,463
Module4_Cell6_Voltage,3313,463
Module4_Cell7_Voltage,3325,463
Module4_Cell8_Voltage,3308,463
Module4_Cell9_Voltage,3309,464
Module4_Cell10_Voltage,3315,464
Module4_Cell11_Voltage,3315,464
Module4_Cell12_Voltage,3314,464
Module4_Cell13_Voltage,3315,458
Module4_Cell14_Voltage,3314,458
Module4_Cell15_Voltage,3318,458
Module4_Cell16_Voltage,3313,458
Module5_Cell1_Voltage,3313,480
Module5_Cell2_Voltage,3315,480
Module5_Cell3_Voltage,3318,480
Module5_Cell4_Voltage,3313,480
Module5_Cell5_Voltage,3322,459
Module5_Cell6_Voltage,3311,459
Module5_Cell7_Voltage,3317,459
Module5_Cell8_Voltage,3311,459
Module5_Cell9_Voltage,3312,461
Module5_Cell10_Voltage,3311,461
Module5_Cell11_Voltage,3315,461
Module5_Cell12_Voltage,3311,461
Module5_Cell13_Voltage,3318,462
Module5_Cell14_Voltage,3313,462
Module5_Cell15_Voltage,3330,462
Module5_Cell16_Voltage,3315,462
Module6_Cell1_Voltage,3317,464
Module6_Cell2_Voltage,3314,464
Module6_Cell3_Voltage,3316,464
Module6_Cell4_Voltage,3315,464
Module6_Cell5_Voltage,3321,457
Module6_Cell6_Voltage,3315,457
Module6_Cell7_Voltage,3317,457
Module6_Cell8_Voltage,3327,457
Module6_Cell9_Voltage,3297,476
Module6_Cell10_Voltage,3309,476
Module6_Cell11_Voltage,3307,476
Module6_Cell12_Voltage,3309,476
Module6_Cell13_Voltage,3306,448
Module6_Cell14_Voltage,3308,448
Module6_Cell15_Voltage,3309,448
Module6_Cell16_Voltage,3306,448
Module7_Cell1_Voltage,3315,461
Module7_Cell2_Voltage,3309,461
Module7_Cell3_Voltage,3307,461
Module7_Cell4_Voltage,3313,461
Module7_Cell5_Voltage,3311,457
Module7_Cell6_Voltage,3313,457
Module7_Cell7_Voltage,3315,457
Module7_Cell8_Voltage,3313,457
Module7_Cell9_Voltage,3297,457
Module7_Cell10_Voltage,3313,457
Module7_Cell11_Voltage,3311,457
Module7_Cell12_Voltage,3314,457
Module7_Cell13_Voltage,3311,457
Module7_Cell14_Voltage,3312,457
Module7_Cell15_Voltage,3311,457
Module7_Cell16_Voltage,3315,457
Module8_Cell1_Voltage,3317,464
Module8_Cell2_Voltage,3317,464
Module8_Cell3_Voltage,3318,464
Module8_Cell4_Voltage,3317,464
Module8_Cell5_Voltage,3317,462
Module8_Cell6_Voltage,3313,462
Module8_Cell7_Voltage,3328,462
Module8_Cell8_Voltage,3313,462
Module8_Cell9_Voltage,3291,461
Module8_Cell10_Voltage,3312,461
Module8_Cell11_Voltage,3308,461
Module8_Cell12_Voltage,3312,461
Module8_Cell13_Voltage,3308,454
Module8_Cell14_Voltage,3311,454
Module8_Cell15_Voltage,3309,454
Module8_Cell16_Voltage,3312,454
Module9_Cell1_Voltage,3312,465
Module9_Cell2_Voltage,3313,465
Module9_Cell3_Voltage,3315,465
Module9_Cell4_Voltage,3313,465
Module9_Cell5_Voltage,3315,461
Module9_Cell6_Voltage,3313,461
Module9_Cell7_Voltage,3326,461
Module9_Cell8_Voltage,3312,461
Module9_Cell9_Voltage,3296,462
Module9_Cell10_Voltage,3314,462
Module9_Cell11_Voltage,3315,462
Module9_Cell12_Voltage,3311,462
Module9_Cell13_Voltage,3309,454
Module9_Cell14_Voltage,3312,454
Module9_Cell15_Voltage,3312,454
Module9_Cell16_Voltage,3311,454
Module10_Cell1_Voltage,3314,467
Module10_Cell2_Voltage,3311,467
Module10_Cell3_Voltage,3312,467
Module10_Cell4_Voltage,3312,467
Module10_Cell5_Voltage,3320,478
Module10_Cell6_Voltage,3315,478
Module10_Cell7_Voltage,3318,478
Module10_Cell8_Voltage,3313,478
Module10_Cell9_Voltage,3304,460
Module10_Cell10_Voltage,3312,460
Module10_Cell11_Voltage,3308,460
Module10_Cell12_Voltage,3308,460
Module10_Cell13_Voltage,3310,460
Module10_Cell14_Voltage,3312,460
Module10_Cell15_Voltage,3313,460
Module10_Cell16_Voltage,3312,460
Module11_Cell1_Voltage,3317,466
Module11_Cell2_Voltage,3318,466
Module11_Cell3_Voltage,3313,466
Module11_Cell4_Voltage,3313,466
Module11_Cell5_Voltage,3311,461
Module11_Cell6_Voltage,3312,461
Module11_Cell7_Voltage,3314,461
Module11_Cell8_Voltage,3313,461
Module11_Cell9_Voltage,3302,460
Module11_Cell10_Voltage,3312,460
Module11_Cell11_Voltage,3308,460
Module11_Cell12_Voltage,3311,460
Module11_Cell13_Voltage,3308,465
Module11_Cell14_Voltage,3312,465
Module11_Cell15_Voltage,3309,465
Module11_Cell16_Voltage,3312,465
Module12_Cell1_Voltage,3314,494
Module12_Cell2_Voltage,3313,494
Module12_Cell3_Voltage,3316,494
Module12_Cell4_Voltage,3313,494
Module12_Cell5_Voltage,3318,464
Module12_Cell6_Voltage,3313,464
Module12_Cell7_Voltage,3331,464
Module12_Cell8_Voltage,3312,464
Module12_Cell9_Voltage,3311,462
Module12_Cell10_Voltage,3315,462
Module12_Cell11_Voltage,3317,462
Module12_Cell12_Voltage,3315,462
Module12_Cell13_Voltage,3317,454
Module12_Cell14_Voltage,3315,454
Module12_Cell15_Voltage,3317,454
Module12_Cell16_Voltage,3315,454
Module13_Cell1_Voltage,3317,471
Module13_Cell2_Voltage,3313,471
Module13_Cell3_Voltage,3313,471
Module13_Cell4_Voltage,3315,471
Module13_Cell5_Voltage,3317,468
Module13_Cell6_Voltage,3314,468
Module13_Cell7_Voltage,3317,468
Module13_Cell8_Voltage,3314,468
Module13_Cell9_Voltage,3302,495
Module13_Cell10_Voltage,3308,495
Module13_Cell11_Voltage,3311,495
Module13_Cell12_Voltage,3312,495
Module13_Cell13_Voltage,3311,482
Module13_Cell14_Voltage,3311,482
Module13_Cell15_Voltage,3311,482
Module13_Cell16_Voltage,3313,482
Module14_Cell1_Voltage,3311,472
Module14_Cell2_Voltage,3309,472
Module14_Cell3_Voltage,3311,472
Module14_Cell4_Voltage,3309,472
Module14_Cell5_Voltage,3308,471
Module14_Cell6_Voltage,3312,471
Module14_Cell7_Voltage,3312,471
Module14_Cell8_Voltage,3312,471
Module14_Cell9_Voltage,3311,475
Module14_Cell10_Voltage,3312,475
Module14_Cell11_Voltage,3315,475
Module14_Cell12_Voltage,3311,475
Module14_Cell13_Voltage,3318,479
Module14_Cell14_Voltage,3317,479
Module14_Cell15_Voltage,3331,479
Module14_Cell16_Voltage,3315,479
Module15_Cell1_Voltage,3311,472
Module15_Cell2_Voltage,3309,472
Module15_Cell3_Voltage,3306,472
Module15_Cell4_Voltage,3304,472
Module15_Cell5_Voltage,3307,470
Module15_Cell6_Voltage,3309,470
Module15_Cell7_Voltage,3309,470
Module15_Cell8_Voltage,3308,470
Module15_Cell9_Voltage,3305,467
Module15_Cell10_Voltage,3314,467
Module15_Cell11_Voltage,3313,467
Module15_Cell12_Voltage,3312,467
Module15_Cell13_Voltage,3311,461
Module15_Cell14_Voltage,3312,461
Module15_Cell15_Voltage,3308,461
Module15_Cell16_Voltage,3311,461
Module16_Cell1_Voltage,3317,470
Module16_Cell2_Voltage,3314,470
Module16_Cell3_Voltage,3318,470
Module16_Cell4_Voltage,3315,470
Module16_Cell5_Voltage,3318,466
Module16_Cell6_Voltage,3315,466
Module16_Cell7_Voltage,3330,466
Module16_Cell8_Voltage,3312,466
Module16_Cell9_Voltage,3312,481
Module16_Cell10_Voltage,3314,481
Module16_Cell11_Voltage,3317,481
Module16_Cell12_Voltage,3319,481
Module16_Cell13_Voltage,3324,463
Module16_Cell14_Voltage,3315,463
Module16_Cell15_Voltage,3320,463
Module16_Cell16_Voltage,3321,463
Module1_Cell1_Voltage,3308,473
Module1_Cell2_Voltage,3308,473
Module1_Cell3_Voltage,3306,473
Module1_Cell4_Voltage,3306,473
Module1_Cell5_Voltage,3306,469
Module1_Cell6_Voltage,3308,469
Module1_Cell7_Voltage,3308,469
Module1_Cell8_Voltage,3322,469
Module1_Cell9_Voltage,3314,470
Module1_Cell10_Voltage,3309,470
Module1_Cell11_Voltage,3306,470
Module1_Cell12_Voltage,3308,470
Module1_Cell13_Voltage,3307,462
Module1_Cell14_Voltage,3310,462
Module1_Cell15_Voltage,3307,462
Module1_Cell16_Voltage,3309,462
Module2_Cell1_Voltage,3315,471
Module2_Cell2_Voltage,3315,471
Module2_Cell3_Voltage,3317,471
Module2_Cell4_Voltage,3315,471
Module2_Cell5_Voltage,3326,471
Module2_Cell6_Voltage,3315,471
Module2_Cell7_Voltage,3322,471
Module2_Cell8_Voltage,3315,471
Module2_Cell9_Voltage,3306,471
Module2_Cell10_Voltage,3311,471
Module2_Cell11_Voltage,3314,471
Module2_Cell12_Voltage,3314,471
Module2_Cell13_Voltage,3314,466
Module2_Cell14_Voltage,3314,466
Module2_Cell15_Voltage,3319,466
Module2_Cell16_Voltage,3313,466
Module3_Cell1_Voltage,3312,472
Module3_Cell2_Voltage,3311,472
Module3_Cell3_Voltage,3309,472
Module3_Cell4_Voltage,3312,472
Module3_Cell5_Voltage,3309,470
Module3_Cell6_Voltage,3312,470
Module3_Cell7_Voltage,3314,470
Module3_Cell8_Voltage,3312,470
Module3_Cell9_Voltage,3311,470
Module3_Cell10_Voltage,3311,470
Module3_Cell11_Voltage,3313,470
Module3_Cell12_Voltage,3311,470
Module3_Cell13_Voltage,3321,463
Module3_Cell14_Voltage,3312,463
Module3_Cell15_Voltage,3318,463
Module3_Cell16_Voltage,3313,463
Module4_Cell1_Voltage,3315,472
Module4_Cell2_Voltage,3311,472
Module4_Cell3_Voltage,3316,472
Module4_Cell4_Voltage,3317,472
Module4_Cell5_Voltage,3326,463
Module4_Cell6_Voltage,3313,463
Module4_Cell7_Voltage,3325,463
Module4_Cell8_Voltage,3308,463
Module4_Cell9_Voltage,3309,464
Module4_Cell10_Voltage,3315,464
Module4_Cell11_Voltage,3315,464
Module4_Cell12_Voltage,3314,464
Module4_Cell13_Voltage,3315,458
Module4_Cell14_Voltage,3314,458
Module4_Cell15_Voltage,3318,458
Module4_Cell16_Voltage,3313,458
Module5_Cell1_Voltage,3312,480
Module5_Cell2_Voltage,3314,480
Module5_Cell3_Voltage,3316,480
Module5_Cell4_Voltage,3312,480
Module5_Cell5_Voltage,3322,459
Module5_Cell6_Voltage,3311,459
Module5_Cell7_Voltage,3317,459
Module5_Cell8_Voltage,3311,459
Module5_Cell9_Voltage,3309,461
Module5_Cell10_Voltage,3309,461
Module5_Cell11_Voltage,3313,461
Module5_Cell12_Voltage,3311,461
Module5_Cell13_Voltage,3316,462
Module5_Cell14_Voltage,3312,462
Module5_Cell15_Voltage,3328,462
Module5_Cell16_Voltage,3313,462
Module6_Cell1_Voltage,3316,464
Module6_Cell2_Voltage,3313,464
Module6_Cell3_Voltage,3314,464
Module6_Cell4_Voltage,3314,464
Module6_Cell5_Voltage,3320,457
Module6_Cell6_Voltage,3314,457
Module6_Cell7_Voltage,3316,457
Module6_Cell8_Voltage,3328,457
Module6_Cell9_Voltage,3295,476
Module6_Cell10_Voltage,3308,476
Module6_Cell11_Voltage,3305,476
Module6_Cell12_Voltage,3308,476
Module6_Cell13_Voltage,3304,448
Module6_Cell14_Voltage,3307,448
Module6_Cell15_Voltage,3307,448
Module6_Cell16_Voltage,3304,448
Module7_Cell1_Voltage,3315,461
Module7_Cell2_Voltage,3309,461
Module7_Cell3_Voltage,3307,461
Module7_Cell4_Voltage,3313,461
Module7_Cell5_Voltage,3310,457
Module7_Cell6_Voltage,3312,457
Module7_Cell7_Voltage,3314,457
Module7_Cell8_Voltage,3312,457
Module7_Cell9_Voltage,3297,457
Module7_Cell10_Voltage,3311,457
Module7_Cell11_Voltage,3307,457
Module7_Cell12_Voltage,3314,457
Module7_Cell13_Voltage,3310,457
Module7_Cell14_Voltage,3311,457
Module7_Cell15_Voltage,3310,457
Module7_Cell16_Voltage,3313,457
Module8_Cell1_Voltage,3317,464
Module8_Cell2_Voltage,3314,464
Module8_Cell3_Voltage,3318,464
Module8_Cell4_Voltage,3317,464
Module8_Cell5_Voltage,3317,462
Module8_Cell6_Voltage,3312,462
Module8_Cell7_Voltage,3328,462
Module8_Cell8_Voltage,3313,462
Module8_Cell9_Voltage,3291,461
Module8_Cell10_Voltage,3312,461
Module8_Cell11_Voltage,3308,461
Module8_Cell12_Voltage,3309,461
Module8_Cell13_Voltage,3308,454
Module8_Cell14_Voltage,3311,454
Module8_Cell15_Voltage,3308,454
Module8_Cell16_Voltage,3312,454
Module9_Cell1_Voltage,3312,465
Module9_Cell2_Voltage,3311,465
Module9_Cell3_Voltage,3315,465
Module9_Cell4_Voltage,3311,465
Module9_Cell5_Voltage,3315,461
Module9_Cell6_Voltage,3313,461
Module9_Cell7_Voltage,3325,461
Module9_Cell8_Voltage,3312,461
Module9_Cell9_Voltage,3295,462
Module9_Cell10_Voltage,3312,462
Module9_Cell11_Voltage,3313,462
Module9_Cell12_Voltage,3311,462
Module9_Cell13_Voltage,3309,454
Module9_Cell14_Voltage,3312,454
Module9_Cell15_Voltage,3312,454
Module9_Cell16_Voltage,3311,454
Module10_Cell1_Voltage,3314,467
Module10_Cell2_Voltage,3311,467
Module10_Cell3_Voltage,3312,467
Module10_Cell4_Voltage,3312,467
Module10_Cell5_Voltage,3319,478
Module10_Cell6_Voltage,3314,478
Module10_Cell7_Voltage,3317,478
Module10_Cell8_Voltage,3312,478
Module10_Cell9_Voltage,3303,460
Module10_Cell10_Voltage,3312,460
Module10_Cell11_Voltage,3308,460
Module10_Cell12_Voltage,3307,460
Module10_Cell13_Voltage,3309,460
Module10_Cell14_Voltage,3312,460
Module10_Cell15_Voltage,3312,460
Module10_Cell16_Voltage,3312,460
Module11_Cell1_Voltage,3315,466
Module11_Cell2_Voltage,3315,466
Module11_Cell3_Voltage,3313,466
Module11_Cell4_Voltage,3312,466
Module11_Cell5_Voltage,3311,461
Module11_Cell6_Voltage,3312,461
Module11_Cell7_Voltage,3314,461
Module11_Cell8_Voltage,3312,461
Module11_Cell9_Voltage,3302,460
Module11_Cell10_Voltage,3312,460
Module11_Cell11_Voltage,3308,460
Module11_Cell12_Voltage,3311,460
Module11_Cell13_Voltage,3307,465
Module11_Cell14_Voltage,3311,465
Module11_Cell15_Voltage,3308,465
Module11_Cell16_Voltage,3311,465
Module12_Cell1_Voltage,3313,494
Module12_Cell2_Voltage,3312,494
Module12_Cell3_Voltage,3315,494
Module12_Cell4_Voltage,3312,494
Module12_Cell5_Voltage,3318,464
Module12_Cell6_Voltage,3312,464
Module12_Cell7_Voltage,3329,464
Module12_Cell8_Voltage,3312,464
Module12_Cell9_Voltage,3311,462
Module12_Cell10_Voltage,3313,462
Module12_Cell11_Voltage,3315,462
Module12_Cell12_Voltage,3315,462
Module12_Cell13_Voltage,3317,454
Module12_Cell14_Voltage,3315,454
Module12_Cell15_Voltage,3317,454
Module12_Cell16_Voltage,3315,454
Module13_Cell1_Voltage,3317,471
Module13_Cell2_Voltage,3312,471
Module13_Cell3_Voltage,3312,471
Module13_Cell4_Voltage,3314,471
Module13_Cell5_Voltage,3315,468
Module13_Cell6_Voltage,3314,468
Module13_Cell7_Voltage,3317,468
Module13_Cell8_Voltage,3313,468
Module13_Cell9_Voltage,3301,495
Module13_Cell10_Voltage,3307,495
Module13_Cell11_Voltage,3311,495
Module13_Cell12_Voltage,3311,495
Module13_Cell13_Voltage,3311,482
Module13_Cell14_Voltage,3310,482
Module13_Cell15_Voltage,3311,482
Module13_Cell16_Voltage,3312,482
Module14_Cell1_Voltage,3308,472
Module14_Cell2_Voltage,3308,472
Module14_Cell3_Voltage,3309,472
Module14_Cell4_Voltage,3309,472
Module14_Cell5_Voltage,3307,471
Module14_Cell6_Voltage,3309,471
Module14_Cell7_Voltage,3311,471
Module14_Cell8_Voltage,3309,471
Module14_Cell9_Voltage,3312,475
Module14_Cell10_Voltage,3310,475
Module14_Cell11_Voltage,3315,475
Module14_Cell12_Voltage,3310,475
Module14_Cell13_Voltage,3315,479
Module14_Cell14_Voltage,3314,479
Module14_Cell15_Voltage,3327,479
Module14_Cell16_Voltage,3313,479
Module15_Cell1_Voltage,3308,473
Module15_Cell2_Voltage,3309,473
Module15_Cell3_Voltage,3306,473
Module15_Cell4_Voltage,3304,473
Module15_Cell5_Voltage,3306,470
Module15_Cell6_Voltage,3308,470
Module15_Cell7_Voltage,3308,470
Module15_Cell8_Voltage,3308,470
Module15_Cell9_Voltage,3302,467
Module15_Cell10_Voltage,3312,467
Module15_Cell11_Voltage,3309,467
Module15_Cell12_Voltage,3311,467
Module15_Cell13_Voltage,3309,461
Module15_Cell14_Voltage,3309,461
Module15_Cell15_Voltage,3307,461
Module15_Cell16_Voltage,3307,461
Module16_Cell1_Voltage,3317,470
Module16_Cell2_Voltage,3313,470
Module16_Cell3_Voltage,3318,470
Module16_Cell4_Voltage,3315,470
Module16_Cell5_Voltage,3318,466
Module16_Cell6_Voltage,3315,466
Module16_Cell7_Voltage,3329,466
Module16_Cell8_Voltage,3312,466
Module16_Cell9_Voltage,3312,481
Module16_Cell10_Voltage,3313,481
Module16_Cell11_Voltage,3317,481
Module16_Cell12_Voltage,3319,481
Module16_Cell13_Voltage,3323,463
Module16_Cell14_Voltage,3314,463
Module16_Cell15_Voltage,3318,463
Module16_Cell16_Voltage,3320,463
